STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
ES003800510,"SAN SALVADOR ILOPAN, ES",3/17/01,,74,90,64
ES003800510,"SAN SALVADOR ILOPAN, ES",3/18/01,,82,89,66
ES003800510,"SAN SALVADOR ILOPAN, ES",3/19/01,,76,89,66
ES003800510,"SAN SALVADOR ILOPAN, ES",3/20/01,,77,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/21/01,,85,90,67
ES003800510,"SAN SALVADOR ILOPAN, ES",3/22/01,,75,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/23/01,,73,90,62
ES003800510,"SAN SALVADOR ILOPAN, ES",3/24/01,,82,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/25/01,,76,90,64
ES003800510,"SAN SALVADOR ILOPAN, ES",3/26/01,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/27/01,,78,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/28/01,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/29/01,0.01,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/30/01,0,78,90,64
ES003800510,"SAN SALVADOR ILOPAN, ES",3/31/01,,76,92,63
ES003800510,"SAN SALVADOR ILOPAN, ES",4/1/01,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",4/2/01,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",4/3/01,3.9,81,97,73
ES003800510,"SAN SALVADOR ILOPAN, ES",4/4/01,0,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",4/5/01,,81,92,66
ES003800510,"SAN SALVADOR ILOPAN, ES",4/6/01,,79,94,68
ES003800510,"SAN SALVADOR ILOPAN, ES",4/7/01,,87,,
ES003800510,"SAN SALVADOR ILOPAN, ES",4/8/01,,78,94,66
ES003800510,"SAN SALVADOR ILOPAN, ES",4/9/01,,81,94,69
ES003800510,"SAN SALVADOR ILOPAN, ES",4/10/01,,78,91,67
ES003800510,"SAN SALVADOR ILOPAN, ES",4/11/01,,80,91,67
ES003800510,"SAN SALVADOR ILOPAN, ES",4/12/01,,80,90,69
ES003800510,"SAN SALVADOR ILOPAN, ES",4/13/01,,80,,
ES003800510,"SAN SALVADOR ILOPAN, ES",4/14/01,,75,,
ES003800510,"SAN SALVADOR ILOPAN, ES",4/15/01,,83,90,68
ES003800510,"SAN SALVADOR ILOPAN, ES",4/16/01,,78,91,68
ES003800510,"SAN SALVADOR ILOPAN, ES",4/17/01,,79,92,71
