STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
827040,99999, 20070426,   81.4,13,   76.9,13, 9999.9, 0, 9999.9, 0,   5.5,13,   1.4,13,   7.0, 999.9,   91.4*,  71.6*, 0.00I,999.9, 100000,
827040,99999, 20070427,   83.5,13,   76.9,13, 9999.9, 0, 9999.9, 0,   6.4,13,   1.3,13,   8.0, 999.9,   91.4*,  75.2*, 0.00I,999.9, 000000,
827040,99999, 20070428,   73.7,13,   69.9,13, 9999.9, 0, 9999.9, 0,   6.1,13,   6.8,13,  11.1, 999.9,   77.0*,  69.8*,99.99 ,999.9, 010000,
827040,99999, 20070429,   75.8,15,   69.4,15, 9999.9, 0, 9999.9, 0,   6.7,15,   1.6,15,   5.1, 999.9,   82.4*,  68.0*,99.99 ,999.9, 010000,
827040,99999, 20070430,   81.8,13,   73.1,13, 9999.9, 0, 9999.9, 0,   6.9,13,   1.2,13,   5.1, 999.9,   86.0*,  73.4*, 0.00I,999.9, 000000,
827040,99999, 20070501,   83.4,13,   74.8,13, 9999.9, 0, 9999.9, 0,   5.8,13,   0.0,12, 999.9, 999.9,   91.4*,  68.0*, 0.00I,999.9, 000000,
827040,99999, 20070502,   85.4,12,   76.4,12, 9999.9, 0, 9999.9, 0,   6.7,12,   1.7,12,   7.0, 999.9,   91.4*,  71.6*, 0.00I,999.9, 000000,
827040,99999, 20070503,   82.8,12,   77.7,12, 9999.9, 0, 9999.9, 0,   6.2,12,   3.5,12,   6.0, 999.9,   91.4*,  73.4*,99.99 ,999.9, 010000,
827040,99999, 20070504,   81.7,13,   76.9,13, 9999.9, 0, 9999.9, 0,   5.3,13,   0.8,13,   5.1, 999.9,   89.6*,  73.4*,99.99 ,999.9, 110000,
827040,99999, 20070505,   85.9,13,   76.7,13, 9999.9, 0, 9999.9, 0,   5.6,13,   0.6,13,   5.1, 999.9,   95.0*,  73.4*, 0.00I,999.9, 100000,
827040,99999, 20070506,   81.0,18,   77.5,18, 9999.9, 0, 9999.9, 0,   6.5,18,   0.6,18,   4.1, 999.9,   91.4*,  73.4*, 0.00I,999.9, 000000,
827040,99999, 20070507,   84.2,13,   77.7,13, 9999.9, 0, 9999.9, 0,   5.2,13,   1.2,13,   9.9, 999.9,   93.2*,  73.4*,99.99 ,999.9, 110000,
827040,99999, 20070508,   83.8,13,   77.0,13, 9999.9, 0, 9999.9, 0,   6.2,13,   1.6,13,   6.0, 999.9,   91.4*,  75.2*,99.99 ,999.9, 010000,
827040,99999, 20070509,   72.0,13,   71.6,13, 9999.9, 0, 9999.9, 0,   2.2,13,   6.2,13,   9.9, 999.9,   75.2*,  66.2*,99.99 ,999.9, 010000,
827040,99999, 20070510,   69.8,13,   63.2,13, 9999.9, 0, 9999.9, 0,   6.7,13,   3.7,13,   7.0, 999.9,   75.2*,  62.6*, 0.00I,999.9, 000000,
827040,99999, 20070511,   78.7,13,   66.8,13, 9999.9, 0, 9999.9, 0,   6.4,13,   4.3,13,   8.0, 999.9,   87.8*,  62.6*, 0.00I,999.9, 000000,
827040,99999, 20070512,   80.2,13,   71.5,13, 9999.9, 0, 9999.9, 0,   6.7,13,   1.7,12,   6.0, 999.9,   87.8*,  64.4*, 0.00I,999.9, 000000,
827040,99999, 20070513,   84.3,13,   71.7,13, 9999.9, 0, 9999.9, 0,   6.7,13,   3.2,13,   6.0, 999.9,   91.4*,  66.2*, 0.00I,999.9, 000000,
827040,99999, 20070514,   86.0,13,   73.7,13, 9999.9, 0, 9999.9, 0,   6.7,13,   1.2,13,   5.1, 999.9,   95.0*,  68.0*, 0.00I,999.9, 000000,
827040,99999, 20070515,   86.8,13,   75.3,13, 9999.9, 0, 9999.9, 0,   6.6,13,   0.8,13,   5.1, 999.9,   95.0*,  71.6*, 0.00I,999.9, 000000,
827040,99999, 20070516,   84.3,13,   77.6,13, 9999.9, 0, 9999.9, 0,   5.5,13,   1.1,13,   5.1, 999.9,   95.0*,  75.2*, 0.00I,999.9, 100000,
827040,99999, 20070517,   81.6,14,   77.1,14, 9999.9, 0, 9999.9, 0,   6.0,14,   0.0,14, 999.9, 999.9,   91.4*,  75.2*,99.99 ,999.9, 010000,
827040,99999, 20070518,   78.1,13,   76.2,13, 9999.9, 0, 9999.9, 0,   5.6,13,   1.5,13,   7.0, 999.9,   86.0*,  73.4*,99.99 ,999.9, 110010,
827040,99999, 20070519,   78.1,13,   75.3,13, 9999.9, 0, 9999.9, 0,   5.9,13,   1.4,13,   5.1, 999.9,   82.4*,  73.4*,99.99 ,999.9, 010000,
827040,99999, 20070520,   81.3,13,   75.3,13, 9999.9, 0, 9999.9, 0,   6.1,13,   0.9,13,   4.1, 999.9,   89.6*,  73.4*,99.99 ,999.9, 010000,
