,Unnamed: 0,Unnamed: 0.1,year,month,day,level_3,Date,Price,Price_Change,Direction,Rate_of_Change,Clean_Text
152,152,152,2007,8,23,Title,2007-08-23,1.1213,0.00649999999999995,0,0.005830642267671287,hurricane fears put premium sugar market coffee growers vietnam flout state targets cameroon targets rise output meteorologist claims brazil clear frost ethiopia prepares meet growing demand sugar traders get fright first hurricane atlantic season strikes hurricane dean ravages jamaica coffee crop honduran coffee rise
153,153,153,2007,8,24,Title,2007-08-24,1.1305,0.009200000000000095,0,0.008204762329439131,vietnam coffee exporters urged reduce shipments final quarter year colombian coffee exports output rise july year earlier vietnam doubles coffee exports first eight months year
154,154,154,2007,8,28,Title,2007-08-28,1.1168,-0.013700000000000044,0,-0.012118531623175626,ugandan coffee sector threatened container thefts says official two us commodity exchanges could list robusta contracts
155,155,155,2007,8,29,Title,2007-08-29,1.1155,-0.0013000000000000787,0,-0.001164040114613251,milk product prices august
156,156,156,2007,9,2,Title,2007-09-02,1.1155,-0.0,0,0.0,kenyan coffee falls uncertain us conditions fuel cbot soyabeans two new us listings likely robusta sector weather colombian coffee rise coffee sellers india hope earn more abroad vietnamese official calls firms hold back conab says crop will be higher than thought
157,157,157,2007,9,4,Title,2007-09-04,1.1014,-0.0141,0,-0.012640071716718965,certified coffee sales growing rapidly says world bank official
158,158,158,2007,9,5,Title,2007-09-05,1.1225,0.02110000000000012,0,0.01915743599055758,ftc fda reject monsanto milk labelling claim milk product prices september indian province urged maintain current level coffee output ice offer robusta coffee graders seminar test
159,159,159,2007,9,7,Title,2007-09-07,1.1047,-0.017800000000000038,0,-0.01585746102449892,eu coffee consumption will continue grow says irish official starbucks buy chinese coffee
160,160,160,2007,9,9,Title,2007-09-09,1.1047,-0.0,0,0.0,vicofa makes rapid turn coffee policy indian coffee trouble tightening supplies help canola new highs rains felix worry coffee trade italy increasingly reliant foreign coffee sales us leads surge certified coffee consumption brazil bm heads record trading year
161,161,161,2007,9,10,Title,2007-09-10,1.1125,0.00780000000000003,0,0.007060740472526504,starbucks chief predicts gourmet coffee shortage long term
162,162,162,2007,9,11,Title,2007-09-11,1.132,0.019500000000000076,0,0.017528089887640513,india coffee output set drop next year due heavy rains rwanda sets itself coffee export earnings target next year vietnam considers applying international standards coffee exports
163,163,163,2007,9,12,Title,2007-09-12,1.1327,0.0006999999999999228,0,0.0006183745583038187,milk product prices september glisten introduces healthier fruit snacks chocolate
164,164,164,2007,9,13,Title,2007-09-13,1.137,0.0042999999999999705,0,0.0037962390747770546,robusta prices near nine year high ivorian coffee rush lack old crop supply sends soyabeans up weather asian coffee exports torrential rainfall likely curb indian crop vicofa could switch international standards indian bourses press relaxation rules coffee exports indonesian island sumatra tumble year new jersey coffee warehouse hit flooding
165,165,165,2007,9,14,Title,2007-09-14,1.137,-0.0,0,0.0,us records decline monthly farm export revenues philippines coffee export revenues up quarter first half year ico revises its global coffee output forecast upwards
166,166,166,2007,9,17,Title,2007-09-17,1.139,0.0020000000000000018,0,0.0017590149516270904,coke considering nearly two dozen products india indonesia will boost arabica coffee output says official indian coffee growers receive compensation crop damage nmce launches nearly new commodity opportunities
167,167,167,2007,9,18,Title,2007-09-18,1.1933,0.05430000000000002,0,0.04767339771729589,vietnam aims significantly increase cocoa industry robusta coffee price hits ten year high london
168,168,168,2007,9,19,Title,2007-09-19,1.2206,0.02729999999999988,0,0.02287773401491652,milk product prices september vietnam reduce total coffee acreage but increase arabica
169,169,169,2007,9,20,Title,2007-09-20,1.2273,0.00670000000000015,0,0.0054891037194823465,new speculative buying raises cocoa levels charts trading briefs ico raises its view global coffee production indonesia puts emphasis arabica growth coffee protection dryness hits ivorians vietnam coffee boost lower coffee planting jitters over coffee supplies push prices london new ground east african rains may help coffee brazil agrochemical sales rise coke test markets dairy drinks australia ugandan coffee exports take fall august
170,170,170,2007,9,21,Title,2007-09-21,1.2379,0.010599999999999945,0,0.00863684510714572,coffee prices will remain high says finnish roaster nestle trains vietnam farmers improve coffee quality
171,171,171,2007,9,26,Title,2007-09-26,1.2418,0.003900000000000015,0,0.003150496809112218,coca cola trialling flavoured milk drinks milk product prices september italians aim standardise method making perfect coffee ice futures us launch robusta contract october
172,172,172,2007,9,27,Title,2007-09-27,1.2101,-0.03170000000000006,0,-0.02552746013850866,dairy drink trialled ugandan coffee exports august up last year but down july
173,173,173,2007,9,28,Title,2007-09-28,1.2143,0.0041999999999999815,0,0.003470787538219967,liffe slashes fees robusta coffee futures fend new rival india expects smaller crops south due excessive rainfall
174,174,174,2007,9,30,Title,2007-09-30,1.2143,-0.0,0,0.0,italian coffee standard vietnam coffee jump cocoa export slump weather concerns prompt rise soyabeans weather producers plan new global body japanese rejections mar india early coffee sales roaster expects coffee prices remain firm
175,175,175,2007,10,1,Title,2007-10-01,1.2073,-0.006999999999999895,0,-0.005764638063081525,indian coffee exports decline first nine months year german flavour fragrance giant makes french acquisition merrill lynch introduces two biofuels indices investors
176,176,176,2007,10,4,Title,2007-10-04,1.2674,0.060100000000000035,0,0.049780501946492216,nicaragua government aid organics milk product prices october peruvian coffee exports decline after bumper crop last year
177,177,177,2007,10,5,Title,2007-10-05,1.2603,-0.007100000000000106,0,-0.005602019883225584,liffe rings changes robusta contract fend off ice black pod effect overstated says ivory coast cocoa researcher coffee traders expect big crop vietnam robusta harvest begins
178,178,178,2007,10,7,Title,2007-10-07,1.2603,-0.0,0,0.0,charts people places aggressive origin selling weakens cocoa values honduras coffee rise coffee shipments rise new coffee agreement aims better clarity brazilian fears send arabica higher top origins raise farm payments indonesia nervously awaits onset new rains uganda claims victory against wilting disease liffe steps up robusta review fight ice
179,179,179,2007,10,8,Title,2007-10-08,1.2689,0.008599999999999941,0,0.006823772117749695,light initial trading new york robusta contract set pick up cameroon expects maintain cocoa output new season brazilian coffee exports decline september
180,180,180,2007,10,9,Title,2007-10-09,1.2856,0.01670000000000016,0,0.013161005595397715,olam invests brand new vietnamese coffee facility
181,181,181,2007,10,10,Title,2007-10-10,1.2605,-0.02510000000000012,0,-0.01952395768512766,milk product prices october us organic coffee sales up quarter last year says report
182,182,182,2007,10,11,Title,2007-10-11,1.2604,-9.9999999999989e-05,0,-7.933359777865052e-05,disulfoton uses cancelled us cocoa industry urged create sustainabilty framework brazilian coffee exports increase year says industry body
183,183,183,2007,10,12,Title,2007-10-12,1.2874,0.02700000000000013,0,0.021421770866391732,kenya tea sector looks boost market share us robusta coffee prices hit ten year high london caribou coffee sales remain steady honduran coffee production set increase new season
184,184,184,2007,10,14,Title,2007-10-14,1.2874,-0.0,0,0.0,new olam coffee plant weather charts production concerns push up soya prices coffee shipments dutch call cocoa sustainability leading trader plays down brazil coffee losses ucda steps up battle against poor standards state control raises doubts ethiopian bourse analysts refine projections ivorian output delays cut indonesian production
185,185,185,2007,10,15,Title,2007-10-15,1.3006,0.013199999999999878,0,0.0102532235513437,us company open coffee farm ethiopia
186,186,186,2007,10,16,Title,2007-10-16,1.2285,-0.07210000000000005,0,-0.055435952637244386,coca cola illycafe set up joint ready drink coffee venture india amrit foods forays into premium flavoured milk market
187,187,187,2007,10,17,Title,2007-10-17,1.2152,-0.01329999999999987,0,-0.01082621082621072,milk product prices october guatemala sees rise coffee exports season
188,188,188,2007,10,18,Title,2007-10-18,1.2195,0.0042999999999999705,0,0.00353851217906515,babs puts shine nestl dairy results nestle reports increase nine month sales vietnam needs new strategy improve coffee quality says official
189,189,189,2007,10,21,Title,2007-10-21,1.2195,-0.0,0,0.0,nestle sales rise despite price increases coke partners illycafe people places ice futures us lengthens trading curves sugar finds support costly crude oil charts call coffee plan guatemala targets higher coffee output vietnam identifies ways develop industry india will bring new coffee variety year
190,190,190,2007,10,22,Title,2007-10-22,1.1847,-0.034799999999999935,0,-0.028536285362853582,vietnam coffee exports reach tonnes
191,191,191,2007,10,23,Title,2007-10-23,1.1825,-0.00219999999999998,0,-0.0018570102135561574,vietnam improve coffee quality new export criteria
192,192,192,2007,10,24,Title,2007-10-24,1.1775,-0.0050000000000001155,0,-0.004228329809725256,amrit foods forays into flavoured milk market milk product prices october rains delay start vietnam coffee harvest say traders
193,193,193,2007,10,25,Title,2007-10-25,1.1755,-0.0020000000000000018,0,-0.00169851380042463,lack export demand lowers canola values charts weather sumatra coffee sales kenyan coffee sales volcano disruption ethiopian tea boost costa rica sets blistering pace coffee sales vietnam releases its first export forecast mexico be organic world leader asahi brewery move deeper into soft drinks
194,194,194,2007,10,26,Title,2007-10-26,1.1588,-0.016699999999999937,0,-0.014206720544449115,vietnam october coffee exports surge indofood set become largest oil palm plantation owner indonesia
195,195,195,2007,10,29,Title,2007-10-29,1.1613,0.0024999999999999467,0,0.0021574042112529747,vietnam exports record volume coffee beans season ivory coast public prosecutor freezes cocoa sector funds colombian coffee shop chain open branches chile
196,196,196,2007,11,1,Title,2007-11-01,1.1651,0.0038000000000000256,0,0.003272194953930961,asahi beverages buy out more tea tata india coffee exports drop first eight months year el salvador will increase coffee output season says official
197,197,197,2007,11,2,Title,2007-11-02,1.1898,0.024699999999999944,0,0.02119989700454892,ecuadorian coffee exports rise first eight months year
198,198,198,2007,11,4,Title,2007-11-04,1.1898,-0.0,0,0.0,jamaican coffee move ivorian crop concerns fuel rise cocoa price charts indian coffee concern better coffee output brazilian rains send arabica down vietnam struggles repeat recent sales success india braces itself fall arabica crop ivory coast freezes bank accounts
199,199,199,2007,11,5,Title,2007-11-05,1.1536,-0.03620000000000001,0,-0.03042528155992605,honduran coffee exports surge october
200,200,200,2007,11,6,Title,2007-11-06,1.1689,0.015300000000000091,0,0.013262829403606182,guatemala coffee exports rise season opens new vietnamese coffee arriving ports good condition say traders
201,201,201,2007,11,7,Title,2007-11-07,1.1763,0.007399999999999851,0,0.0063307383009665935,milk product prices november
202,202,202,2007,11,8,Title,2007-11-08,1.1825,0.0062000000000002045,0,0.005270764260817994,brazil lends money coffee sector
203,203,203,2007,11,9,Title,2007-11-09,1.1865,0.0040000000000000036,0,0.0033826638477801297,india coffee exports target but output may fall short says official ivory coast cocoa co operatives aim ship half country crop
204,204,204,2007,11,11,Title,2007-11-11,1.1865,-0.0,0,0.0,global coffee rise robusta prices set explode typhoon threatens vietnam vietnam new crop beans seen good shape india aims major regeneration sector uganda coffee losses people places crude oil sends soyabeans new peaks charts weather
205,205,205,2007,11,12,Title,2007-11-12,1.1876,0.0010999999999998786,0,0.0009270965023176393,louis dreyfus predicts record brazil coffee crop next season agropur adecoagro jv develop latin american dairy sales global coffee consumption will rise next year says ico official
206,206,206,2007,11,13,Title,2007-11-13,1.187,-0.0005999999999999339,0,-0.0005052206130009548,cchbc looks buy more beverage firms jp morgan develops index that reduces rolling losses olam completes deals garlic casein companies indonesia will consolidate plantation firms into one entity
207,207,207,2007,11,14,Title,2007-11-14,1.2027,0.015700000000000047,0,0.013226621735467604,agropur adecoagro jv develop latin american sales dean foods q profits slump soaring raw milk costs milk product prices november
208,208,208,2007,11,15,Title,2007-11-15,1.2079,0.005199999999999871,0,0.004323605221584661,vietnam has exceeded coffee export revenue target says official
209,209,209,2007,11,16,Title,2007-11-16,1.2092,0.0013000000000000787,0,0.0010762480337776956,kenya begin exporting specialty coffee next year
